True,False,False,False,False,False,False,False,6,6.8
False,False,False,False,False,True,False,False,0,7.0
True,False,False,False,False,False,False,False,16,6.0
True,True,False,False,False,False,False,False,8,7.3
False,False,False,False,False,False,False,True,0,7.7
False,False,True,True,False,False,False,False,21,1.8
True,True,False,False,False,False,False,False,0,5.7
False,True,False,False,False,False,False,False,6,8.6
False,False,True,True,False,False,False,False,0,6.8
False,False,False,True,False,False,False,False,54,0.0
False,True,False,False,False,False,False,False,16,5.2
False,False,False,False,False,False,True,True,0,6.4
False,True,False,False,False,False,False,False,15,5.7
True,True,False,False,False,False,False,False,26,5.0
False,False,False,False,False,False,True,False,26,2.9
False,False,False,False,False,True,False,False,0,7.5
True,False,False,False,False,False,False,False,0,6.2
False,False,True,False,False,False,False,False,16,7.3
False,False,False,True,True,False,False,False,2,10.0
False,False,False,False,False,False,True,False,12,10.0
False,True,False,False,True,False,False,False,0,5.3
False,False,False,True,True,False,False,False,0,8.1
False,False,True,True,False,False,False,False,2,6.6
False,False,False,False,True,False,False,False,2,7.6
False,False,False,False,False,False,True,False,0,7.9
False,False,False,True,False,False,False,False,0,6.2
False,False,False,False,False,False,True,False,0,3.4
True,True,False,False,False,False,False,False,0,10.0
True,True,False,False,False,False,False,False,0,8.5
False,True,False,False,False,False,False,False,6,9.6
False,False,False,False,False,False,True,False,0,0.0
False,True,False,False,False,False,False,False,35,3.5
True,True,False,False,False,False,False,False,8,9.3
True,True,False,False,False,False,False,False,8,7.1
False,False,False,False,False,True,True,False,0,9.0
False,False,True,True,True,False,False,False,4,6.8
False,False,True,False,False,False,False,False,14,5.2
False,False,False,False,True,True,True,True,0,8.3
False,False,False,False,False,False,True,False,14,5.4
True,False,False,False,False,False,False,False,16,6.1
False,False,False,True,False,False,False,False,0,1.8
False,False,False,False,False,True,False,False,0,6.8
False,False,False,False,False,True,False,False,10,3.5
False,False,False,False,False,True,True,True,18,7.0
False,False,False,False,False,False,True,False,2,6.0
False,False,False,False,False,True,False,False,0,9.7
False,False,False,False,False,True,False,False,0,2.8
False,False,False,False,True,False,False,False,0,5.0
True,False,False,False,False,False,False,False,0,0.0
False,False,False,False,False,True,False,False,0,7.9
False,False,True,True,False,False,False,False,0,0.0
False,False,True,False,False,False,False,False,0,5.3
False,False,False,False,False,True,True,False,0,8.4
False,False,False,False,False,True,True,False,0,8.1
True,True,False,False,False,False,False,False,8,5.4
False,False,False,False,False,True,True,True,17,5.7
False,False,False,False,False,False,True,True,0,8.9
False,False,True,False,False,True,False,False,10,5.0
True,True,False,False,False,False,False,False,0,7.1
False,False,False,False,False,True,False,False,0,8.6
False,False,False,False,False,True,True,True,8,8.5
True,True,False,False,False,False,False,False,3,9.1
False,False,False,False,False,False,True,False,10,7.2
True,False,False,False,False,False,False,False,18,0.0
True,False,False,False,False,False,False,False,0,7.1
True,True,False,False,False,False,False,False,0,8.3
False,False,False,False,False,True,True,False,12,6.0
True,False,False,False,False,False,False,False,0,8.4
True,True,False,False,False,False,False,False,4,7.3
False,False,False,False,True,False,False,False,14,7.1
True,True,False,False,False,False,False,False,2,6.6
False,False,False,True,False,False,False,False,0,6.0
False,False,True,False,False,False,False,False,6,3.1
False,False,True,True,False,False,False,False,0,8.1
True,True,False,False,False,False,False,False,0,9.0
False,False,False,False,False,False,True,False,14,0.0
False,False,False,False,False,False,False,True,0,6.0
True,False,False,False,False,False,False,False,10,8.0
True,False,False,False,False,False,False,False,0,8.5
False,False,True,False,False,False,False,False,0,8.6
True,True,False,False,False,False,False,False,6,9.2
False,False,False,False,False,True,True,False,0,8.1
False,False,False,False,False,False,False,True,2,6.7
False,False,True,False,False,False,False,False,0,9.3
False,False,False,False,False,True,False,False,0,7.1
False,False,True,True,False,False,False,False,0,3.0
False,False,False,False,False,False,True,True,0,9.5
False,False,False,False,False,False,True,True,6,8.3
False,False,True,True,False,False,True,True,10,8.1
False,False,False,False,False,False,True,False,26,2.0
False,False,False,False,False,False,True,False,26,1.7
False,True,False,False,False,False,True,False,16,7.4
True,False,False,False,False,False,False,False,18,6.0
False,False,False,False,False,True,True,True,55,1.7
False,False,False,False,False,True,True,True,20,0.0
False,False,False,True,False,False,False,False,0,9.0
False,False,False,False,False,False,True,False,10,9.0
True,False,False,False,False,False,False,False,4,8.3
False,True,False,False,False,False,False,False,32,2.3
False,False,True,False,False,False,False,False,8,9.2
False,False,False,False,False,False,True,True,0,8.0
False,False,True,False,False,False,False,False,8,6.6
False,False,False,False,False,True,True,False,4,7.2
True,True,False,False,False,False,False,False,0,7.0
True,False,False,False,False,False,False,False,0,6.3
False,False,False,True,False,True,False,False,4,8.5
False,False,False,False,False,False,False,True,0,7.0
False,False,False,True,False,False,False,False,0,7.5
False,False,False,False,False,False,True,True,0,7.9
False,False,False,False,False,False,True,False,14,2.0
